id_programacion,id_centro_vacunacion,fecha_programacion,rango_inicial_edad,rango_final_edad
5282,2690,5/07/2021,50,59
5283,2678,8/06/2021,70,150
5284,2678,10/07/2021,50,59
5285,2694,5/07/2021,50,59
5286,3285,25/06/2021,60,150
5287,3286,25/06/2021,60,150
5288,3287,25/06/2021,60,150
5289,2701,5/07/2021,50,59
5290,3284,7/07/2021,50,59
5291,2703,5/07/2021,50,59
5292,2691,5/07/2021,50,59
5293,2698,5/07/2021,50,59
5294,2695,5/07/2021,50,59
5295,373,10/07/2021,55,59
5296,372,30/06/2021,60,120
5297,373,30/06/2021,60,120
5298,373,5/07/2021,55,59
5299,2637,7/07/2021,55,59
5300,2683,9/07/2021,55,59
5301,2639,7/07/2021,55,59
5302,2636,5/07/2021,55,59
5303,2705,22/06/2021,60,105
5304,2843,10/07/2021,50,59
5306,2845,10/07/2021,50,59
5307,2848,10/07/2021,50,59
5308,2850,10/07/2021,50,59
5309,2852,10/07/2021,50,59
5310,2839,10/07/2021,50,59
5311,2837,10/07/2021,50,59
5312,2833,16/07/2021,50,59
5313,2834,2/07/2021,58,59
5314,2834,7/07/2021,55,59
5315,376,11/07/2021,50,59
5316,377,17/07/2021,50,59
5317,377,20/07/2021,50,59
5318,376,1/07/2021,58,59
5319,376,2/07/2021,58,59
5320,376,5/07/2021,58,59
5321,376,6/07/2021,50,59
5322,2834,10/07/2021,50,59
5323,2834,13/07/2021,50,59
5324,2834,17/07/2021,50,59
5325,2834,18/07/2021,50,59
5326,2846,17/07/2021,60,80
5327,3135,6/07/2021,60,101
5328,377,13/07/2021,50,59
5329,377,14/07/2021,50,59
5330,377,15/07/2021,50,59
5331,377,16/07/2021,50,59
5332,376,10/07/2021,50,59
5333,376,13/07/2021,50,59
5334,377,10/07/2021,50,59
5335,2836,8/07/2021,60,100
5336,2836,13/07/2021,50,59
5337,2836,15/07/2021,50,59
5338,2835,13/07/2021,60,100
5339,2836,3/07/2021,60,100
5340,2836,5/07/2021,60,100
5341,2835,18/07/2021,60,100
5342,2835,10/07/2021,60,90
5343,2835,3/07/2021,60,100
5344,2836,2/07/2021,60,100
5345,2846,7/07/2021,60,100
5346,2846,18/07/2021,60,100
5347,3136,14/07/2021,60,100
5348,3136,10/07/2021,60,100
5349,3134,10/07/2021,60,100
5350,3136,6/07/2021,60,101
5351,2836,16/07/2021,50,59
5352,2836,9/07/2021,60,100
5353,2847,17/07/2021,60,99
5354,2858,17/07/2021,60,100
5355,2838,7/07/2021,60,105
5356,2838,17/07/2021,60,105
5357,2838,24/07/2021,60,100
5358,2855,14/07/2021,60,100
5359,2857,3/07/2021,60,99
5360,2857,13/07/2021,50,59
5361,2857,1/07/2021,60,103
5362,2859,9/07/2021,50,59
5363,2859,15/07/2021,50,59
5364,2859,5/07/2021,60,100
5365,3072,5/07/2021,55,59
5366,2932,5/07/2021,55,59
5367,2933,5/07/2021,55,59
5368,2934,5/07/2021,55,59
5369,2818,5/07/2021,55,59
5370,2935,5/07/2021,55,59
5371,2940,5/07/2021,55,59
5372,2941,5/07/2021,55,59
5373,2936,5/07/2021,55,59
5374,2937,5/07/2021,55,59
5375,2938,5/07/2021,55,59
5376,2942,5/07/2021,55,59
5377,2943,5/07/2021,55,59
5378,2943,1/07/2021,55,59
5379,3041,5/07/2021,55,59
5380,3095,5/07/2021,55,59
5381,3098,5/07/2021,55,59
5382,2817,8/07/2021,60,59
5383,3085,5/07/2021,55,59
5384,2944,5/07/2021,55,59
5385,2945,5/07/2021,55,59
5386,2946,5/07/2021,55,59
5387,2947,5/07/2021,55,59
5388,2949,5/07/2021,55,59
5389,2950,5/07/2021,55,59
5390,2953,5/07/2021,55,59
5391,2952,5/07/2021,55,55
5392,2954,5/07/2021,55,59
5393,2951,5/07/2021,55,59
5394,2939,5/07/2021,55,59
5395,2955,5/07/2021,55,59
5396,3346,22/07/2021,45,49
5397,2769,1/07/2021,50,59
5398,2766,8/07/2021,50,59
5399,2767,1/07/2021,50,59
5400,2768,1/07/2021,50,59
5401,2771,1/07/2021,50,59
5402,2765,1/06/2021,50,59
5403,2776,1/06/2021,50,59
5404,2773,1/07/2021,50,59
5405,2772,1/07/2021,50,59
5406,2770,1/07/2021,50,59
5407,3274,19/07/2021,50,21
5408,3151,23/06/2021,50,59
5409,3138,23/06/2021,60,90
5410,2316,14/07/2021,50,59
5411,2316,9/07/2021,50,59
5412,2316,3/07/2021,50,59
5413,3001,12/07/2021,50,59
5414,2318,14/07/2021,50,59
5415,2918,13/07/2021,50,59
5416,2918,12/07/2021,50,59
5417,2889,12/07/2021,50,59
5418,2995,11/07/2021,70,110
5419,2995,12/07/2021,50,59
5420,2322,14/07/2021,50,59
5421,2892,5/07/2021,55,59
5422,2891,12/07/2021,50,59
5423,2891,27/07/2021,50,59
5424,2998,12/07/2021,50,59
5425,2317,13/07/2021,50,59
5426,2651,9/07/2021,50,59
5427,2651,14/07/2021,50,59
5428,2651,5/07/2021,60,100
5429,2320,13/07/2021,60,100
5430,2320,15/07/2021,50,59
5431,2482,5/07/2021,60,120
5432,2483,5/07/2021,60,120
5433,2484,5/07/2021,60,120
5434,2480,5/07/2021,60,120
5435,2481,5/07/2021,60,120
5436,2483,26/07/2021,60,120
5437,2484,26/07/2021,60,120
5438,2482,26/07/2021,60,120
5439,2473,5/07/2021,60,120
5440,2473,26/07/2021,60,120
5441,2480,26/07/2021,60,120
5442,2481,26/07/2021,60,120
5444,2382,1/07/2021,60,120
5446,2781,7/07/2021,50,59
5447,2380,30/06/2021,60,120
5448,2920,21/07/2021,50,59
5449,2920,10/07/2021,50,59
5450,2381,30/06/2021,60,120
5451,2378,30/06/2021,60,120
5454,3175,14/07/2021,50,59
5455,2926,11/07/2021,50,59
5457,2675,6/07/2021,60,120
5458,2805,7/07/2021,60,120
5459,2384,28/06/2021,60,120
5460,2340,24/06/2021,60,120
5461,2331,24/06/2021,60,120
5462,2331,23/06/2021,60,120
5463,3023,13/07/2021,50,59
5464,3024,10/07/2021,50,59
5465,3025,12/07/2021,50,59
5466,3029,13/07/2021,50,59
5467,3028,13/07/2021,50,59
5468,3027,12/07/2021,50,59
5469,2917,1/06/2021,60,80
5470,2917,2/06/2021,60,80
5471,2917,3/06/2021,60,80
5472,2917,8/06/2021,60,80
5473,2917,9/06/2021,60,80
5474,2917,21/06/2021,60,80
5475,2917,15/06/2021,60,80
5476,2917,21/06/2021,60,80
5477,3180,16/06/2021,60,80
5478,3180,8/07/2021,60,80
5479,3180,7/07/2021,60,80
5480,3180,14/07/2021,50,59
5481,3228,1/07/2021,60,80
5482,3228,24/06/2021,60,80
5483,3228,14/07/2021,50,59
5484,3228,10/06/2021,60,100
5485,3228,8/07/2021,50,59
5486,3184,15/07/2021,50,59
5487,3184,7/07/2021,50,59
5488,3184,8/07/2021,50,59
5489,3184,29/06/2021,60,80
5490,3184,24/06/2021,60,80
5491,3184,24/06/2021,60,80
5492,2725,3/07/2021,60,100
5493,2244,9/06/2021,60,110
5494,3049,9/06/2021,60,110
5495,2192,9/06/2021,60,110
5496,2201,9/06/2021,60,110
5497,2204,9/06/2021,60,110
5498,2208,9/06/2021,60,110
5499,2205,9/05/2021,60,110
5500,2222,9/06/2021,60,110
5501,2223,9/06/2021,60,110
5502,2224,9/06/2021,60,110
5503,2225,9/06/2021,60,110
5504,2227,9/06/2021,60,110
5505,2231,9/06/2021,60,110
5506,2232,9/06/2021,60,110
5507,2243,9/06/2021,60,110
5508,2241,16/06/2021,60,110
5509,2245,9/06/2021,60,110
5510,2246,9/06/2021,60,110
5511,2247,9/06/2021,60,110
5512,2248,9/06/2021,60,110
5513,2249,9/06/2021,60,110
5514,2250,9/06/2021,60,110
5515,2252,9/06/2021,60,110
5516,2253,9/06/2021,60,110
5517,2254,9/06/2021,60,110
5518,2255,9/06/2021,60,110
5519,2256,9/06/2021,60,110
5520,2257,9/06/2021,60,110
5521,2258,9/06/2021,60,110
5522,2259,9/06/2021,60,110
5523,2260,9/06/2021,60,110
5524,2261,9/06/2021,60,110
5525,2263,9/06/2021,60,110
5526,2264,9/06/2021,60,110
5527,2265,9/06/2021,60,110
5528,2266,9/06/2021,60,110
5529,2267,9/06/2021,60,110
5530,2268,9/06/2021,60,110
5531,2269,9/06/2021,60,110
5532,2270,9/06/2021,60,110
5533,2271,9/06/2021,60,112
5534,3182,12/07/2021,50,59
5535,2211,9/06/2021,60,110
5536,2212,9/06/2021,60,110
5537,2213,9/06/2021,60,110
5538,2216,9/06/2021,60,110
5539,2217,9/06/2021,60,110
5540,2218,9/06/2021,60,110
5541,2219,9/06/2021,60,110
5542,2220,9/06/2021,60,110
5543,2289,9/06/2021,60,108
5544,2743,9/06/2021,60,101
5545,2296,10/06/2021,60,108
5546,2295,10/06/2021,60,108
5547,2303,10/06/2021,60,108
5548,2297,10/06/2021,60,108
5549,2293,10/06/2021,60,108
5550,2742,10/06/2021,60,110
5551,2301,10/06/2021,60,108
5552,2299,10/06/2021,60,108
5556,2672,7/07/2021,60,105
5557,2669,9/07/2021,60,105
5558,2670,9/07/2021,60,105
5559,2671,9/07/2021,60,105
5560,2668,9/06/2021,60,105
5561,1681,14/06/2021,60,105
5562,2339,14/06/2021,60,105
5563,2242,14/06/2021,60,105
5564,2309,12/06/2021,60,105
5565,2311,14/06/2021,60,105
5566,2312,14/06/2021,60,105
5567,2332,14/06/2021,60,105
5568,2333,14/06/2021,60,105
5569,2334,14/06/2021,60,105
5570,2335,14/06/2021,60,105
5571,2336,14/06/2021,60,105
5572,1682,15/06/2021,60,105
5573,1683,15/06/2021,60,105
5574,1685,15/06/2021,60,105
5575,2273,15/06/2021,60,105
5576,2240,17/06/2021,60,105
5577,2214,10/06/2021,60,105
5578,2202,10/06/2021,60,105
5579,2198,10/06/2021,60,105
5580,2199,10/06/2021,60,108
5581,2163,10/06/2021,60,105
5582,1860,13/06/2021,60,105
5583,1861,13/06/2021,60,105
5584,1862,13/06/2021,60,105
5585,1863,13/06/2021,60,105
5586,1853,10/06/2021,60,105
5587,1855,10/06/2021,60,105
5588,1856,10/06/2021,60,105
5589,1857,10/06/2021,60,105
5590,1858,10/06/2021,60,105
5591,1869,16/06/2021,60,105
5592,1870,16/06/2021,60,105
5593,2239,16/06/2021,60,105
5594,2160,16/06/2021,60,105
5595,2149,15/06/2021,60,105
5596,2154,15/06/2021,60,108
5597,2156,15/06/2021,60,105
5598,2157,15/06/2021,60,105
5599,1871,16/06/2021,60,105
5600,2221,15/06/2021,60,105
5601,2272,13/06/2021,60,105
5602,2338,14/06/2021,60,105
5603,1680,15/06/2021,60,105
5604,2337,14/06/2021,60,105
5605,1696,9/06/2021,60,120
5606,1698,9/06/2021,60,120
5607,1699,9/06/2021,60,120
5608,1703,9/06/2021,60,120
5609,1702,9/06/2021,60,120
5610,1704,9/06/2021,60,120
5611,1700,9/06/2021,60,120
5612,1701,9/06/2021,60,120
5613,2134,10/06/2021,60,120
5614,2132,12/06/2021,60,120
5615,2141,10/06/2021,60,120
5616,2127,10/06/2021,60,120
5617,2129,10/06/2021,60,120
5618,2138,10/06/2021,60,120
5619,2136,10/06/2021,60,120
5620,2865,10/06/2021,60,120
5621,1686,12/06/2021,60,120
5623,1692,11/06/2021,60,120
5624,1694,13/06/2021,60,120
5625,1695,12/06/2021,60,120
5626,1693,14/06/2021,60,120
5627,1691,11/06/2021,60,120
5628,1690,10/06/2021,60,120
5630,1689,12/06/2021,60,120
5631,2142,10/06/2021,60,120
5633,1688,11/06/2021,60,120
5634,2140,10/06/2021,60,120
5635,2854,11/06/2021,60,120
5637,1687,10/06/2021,60,120
5643,2687,10/06/2021,60,120
5644,2126,10/06/2021,60,120
5645,2869,10/06/2021,60,120
5646,2860,10/06/2021,60,120
5647,2209,11/06/2021,60,150
5648,2183,15/06/2021,60,150
5649,2182,9/06/2021,60,150
5650,2175,9/06/2021,60,150
5651,2185,11/06/2021,60,150
5652,2188,11/06/2021,60,150
5653,2203,11/06/2021,60,150
5654,2197,13/06/2021,60,150
5655,2207,16/06/2021,60,150
5656,3126,1/06/2021,60,100
5657,3272,8/06/2021,60,100
5658,3273,4/06/2021,60,100
5659,3270,3/07/2021,50,59
5660,3271,17/07/2021,50,59
5661,2294,25/06/2021,60,99
5662,2292,24/06/2021,60,99
5663,1641,24/06/2021,60,99
5664,3073,1/06/2021,60,80
5665,3059,1/06/2021,60,80
5666,2008,17/06/2021,65,100
5667,1989,16/06/2021,66,100
5668,3192,8/06/2021,60,100
5669,3191,8/06/2021,60,100
5670,767,30/06/2021,55,59
5671,768,30/06/2021,50,59
5672,293,30/06/2021,50,59
5673,557,30/06/2021,55,59
5674,558,30/06/2021,55,59
5675,768,6/07/2021,60,100
5676,2663,6/07/2021,60,100
5677,559,6/07/2021,60,100
5678,560,6/07/2021,60,100
5679,561,6/07/2021,60,100
5680,304,6/07/2021,60,100
5681,563,6/07/2021,60,100
5682,801,6/07/2021,60,100
5683,690,1/07/2021,60,64
5684,691,1/07/2021,60,64
5685,692,1/07/2021,60,64
5686,694,1/07/2021,60,64
5687,938,1/07/2021,60,64
5688,939,1/07/2021,60,64
5689,770,1/07/2021,60,64
5690,771,1/07/2021,60,64
5691,696,1/07/2021,60,64
5692,697,1/07/2021,60,64
5693,2350,10/07/2021,60,64
5694,2349,10/07/2021,60,64
5695,941,10/07/2021,60,64
5696,703,10/07/2021,60,64
5697,704,10/07/2021,60,64
5698,698,30/06/2021,60,64
5699,2401,1/06/2021,50,59
5700,2401,1/07/2021,50,59
5701,2596,8/07/2021,60,99
5702,2596,3/07/2021,60,115
5703,508,1/07/2021,60,102
5704,2027,1/06/2021,60,99
5705,2026,1/06/2021,60,99
5706,514,30/06/2021,50,59
5707,3295,21/07/2021,50,59
5710,2819,8/07/2021,60,99
5711,720,20/07/2021,40,49
5712,2396,1/07/2021,55,59
5713,720,10/06/2021,55,59
5714,720,1/07/2021,55,59
5715,720,5/07/2021,50,59
5716,720,14/07/2021,50,59
5717,720,17/07/2021,40,49
5718,2629,6/07/2021,50,59
5719,2629,17/07/2021,40,49
5720,510,1/06/2021,50,59
5721,511,1/06/2021,50,59
5722,2396,17/07/2021,40,49
5723,2396,5/07/2021,50,59
5724,2677,1/07/2021,50,59
5725,2463,1/07/2021,50,59
5726,393,1/07/2021,50,59
5727,2455,1/07/2021,50,59
5728,396,2/07/2021,55,59
